1,CDM GROSS CHARGE AND CASH PAY SECTION,ProcedureCode,ProcedureDescription,Lawson Number,NDC,Revenue Code,CPT Code,, Default Charge , ER Charge , Inpatient Therapy ,Cash Charge
4443,27211460,27211460,HC SUCTION TUBING DISP EXTRA,,,272,,, -   , -   , -   , -   
4444,27211463,27211463,CATH HN5 5F 100CM,,,272,,,243, -   , -   ,97
4445,27211464,27211464,BRONCHOSCOPE FLEXIBLE  SINGLE-USE  5.0 MM GLIDESCOPE BFLEX,3100-07036,,272,,,"1,006", -   , -   ,402
4446,27211465,27211465,BRONCHOSCOPE FLEXIBLE  SINGLE-USE  5.8 MM GLIDESCOPE BFLEX,3100-07037,,272,,,"1,160", -   , -   ,464
4447,27211466,27211466,KIT CIRCUIT BREATHING METANEB NEBULIZER MOUTHPIECE INLINE VENTILATOR SETUP ADAPTER DISPOSABLE,0200-00792,,272,,,448, -   , -   ,179
4448,27211467,27211467,CIRCUIT BREATHING METANEB NEBULIZER MOUTHPIECE IN LINE VENTILATOR ADAPTER DISPOSABLE,0200-00793,,272,,,448, -   , -   ,179
4449,27211475,27211475,PROBE ELECTROSURGICAL SERFAS ENERGY 90-S CRUISE L135 MM OD4 MM NONBENDABLE LEVEL 1 STERILE LATEX FREE DISPOSABLE,0900-11991,,272,,,634, -   , -   ,254
4450,27211479,27211479,GUIDE SURGICAL OD2 MM AIM DISPOSABLE,2950-09232,,272,,,321, -   , -   ,128
4451,27211481,27211481,DRILL SURGICAL L80 MM OD2.7 MM DISPOSABLE,2950-09234,,272,,,607, -   , -   ,243
4452,27211482,27211482,DRILL SURGICAL L40 MM OD2.7 MM DISPOSABLE,2950-09235,,272,,,607, -   , -   ,243
4453,27211489,27211489,NEEDLE BLUNT WITH FILTER MONOJECT L1.5 IN OD18 GA STERILE LATEX FREE DISPOSABLE,0800-01958,,272,,, -   , -   , -   , -   
4454,27211490,27211490,PROBE ELECTROSURGICAL FIAPC L220 CM OD2.3 MM FLEXIBLE STRAIGHT FIRE STERILE DISP,0900-06154,,272,,,"2,542", -   , -   ,"1,017"
4455,27211491,27211491,KIT CATHETER POWERPICC SOLO L55 CM OD4 FR PLACEMENT STERILE LATEX FREE DISPOSABLE,1320-00033,,272,,,709, -   , -   ,284
4456,27211492,27211492,"POWERPICC PROVENA SOLO 4 FR DUAL-LUMEN CATHETER, MAX BARRIER TRAY+ BIOPATCH, NEEDLE GUIDES, PROBE COVER WITH SHERLOCK 3CG",1320-00034,,272,,,725, -   , -   ,290
4457,27211493,27211493,KIT CATHETER PROVENA BIOPATCH L20 CM OD3 FR 1 LUMEN MIDLINE MAXIMUM BARRIER PROBE COVER STERILE LATEX FREE DISPOSABLE,1320-00035,,272,,,603, -   , -   ,241
4458,27211495,27211495,KIT CATHETER POWERPICC SOLO 2 RADSTIC NITINOL L70 CM OD4 FR ODSEC18 GA 1 LUMEN GUIDEWIRE MICROINTRODUCER ERGONOMIC HANDLE POWER INJECTABLE ORANGE,1320-00036,,272,,,453, -   , -   ,181
4459,27211497,27211497,CATHETER IV POWERPICC PROVENA L55 CM OD4 FR 2 LUMEN STERILE LATEX FREE,1320-00037,,272,,,494, -   , -   ,198
4460,27211505,27211505,COVER PROBE ULTRASOUND L96 IN X W5 IN GEL CYLINDRICAL MOLD TIP STERILE LATEX FREE,0900-11996,,272,,, -   , -   , -   , -   
4461,27211510,27211510,DRAIN INCISION JACKSON-PRATT SILICONE FLAT FULL FLUTE W7 MM OD15 FR FULL CHANNEL TROCAR STERILE LATEX FREE DISPOSABLE WHITE,0900-11994,,272,,,125, -   , -   ,50
4462,27211511,27211511,SUTURE NONABSORBABLE ULTRABRAID 2 L38 IN WHITE,0740-01337,,272,,,236, -   , -   ,94
4463,27211521,27211521,DRILL ADJUSTABLE 2.3MM YUKON,2950-09248,,272,,,502, -   , -   ,201
4464,27211522,27211522,TAP 3.5MM,2950-09249,,272,,,502, -   , -   ,201
4465,27211523,27211523,TAP 4.0MM,2950-09250,,272,,,502, -   , -   ,201
4466,27211524,27211524,DRILL SURGICAL SPEEDGUIDE L70 MM OD2.6 MM AO NONSTERILE,2950-09245,,272,,,590, -   , -   ,236
4467,27211526,27211526,RELOAD STAPLER SUREFORM 45 D4.3 MM STERILE LATEX FREE DISPOSABLE GREEN,3100-07106,,272,,,651, -   , -   ,260
4468,27211528,27211528,HC CIRCUMCISION TRAY,,,272,,,203, -   , -   ,81
4469,27211529,27211529,PUSHER KNOT NOVOCUT SUTURE MANAGER,3100-07105,,272,,,788, -   , -   ,315
4470,27211531,27211531,GUIDE DRILL SPEEDGUIDE T10 L70 MM 3.5 MM SCREW,2950-09244,,272,,,974, -   , -   ,390
4471,27211532,27211532,BIT DRILL L360 MM OD4.2 MM LOCK STERILE LATEX FREE REUSABLE,2950-09243,,272,,,"1,014", -   , -   ,406
4472,27211535,27211535,STAPLER INTERNAL SUREFORM 45 OD14 MM STERILE LATEX FREE DISPOSABLE,3100-07107,,272,,,"1,498", -   , -   ,599
4473,27211536,27211536,HC DERMABOND SKIN ADHESIVE,,,272,,,238, -   , -   ,95
4474,27211539,27211539,SNARE VASCULAR EN SNARE PLATINUM NITINOL MINI L175 CM L150 CM OD.16-.32 IN ODSEC3.2 FR 3 INTERLACE LOOP CATHETER,3100-07103,,272,,,"2,149", -   , -   ,860
4475,27211541,27211541,CATHETER BALLOON DILATATION LITHOPLASTY OD.064 IN L110 CM L60 MM ODSEC6 MM PERIPHERAL OTW BALLOON LATEX FREE ACCEPTS .014 IN GUIDEWIRE 6 FR INTRODUCER SHEATH,2810-01063,,272,,,"8,952", -   , -   ,"3,581"
4476,27211542,27211542,CATHETER BALLOON DILATATION LITHOPLASTY OD.064 IN L110 CM L60 MM ODSEC6.5 MM PERIPHERAL OTW BALLOON LATEX FREE ACCEPTS .014 IN GUIDEWIRE 7 FR INTRODUCER SHEATH,2810-01064,,272,,,"8,952", -   , -   ,"3,581"
4477,27211546,27211546,GUIDEWIRE ENDOSCOPIC GLIDEWIRE NITINOL HYDROPHILIC L150 CM L3 CM OD.038 IN URETE,0340-00048,,272,C1769,,320, -   , -   ,128
4478,27211551,27211551,VACUUM PROCUP 6000S KIWI L,,,272,,,194, -   , -   ,78
4479,27211554,27211554,TRAY BONE CEMENT KYPHOPAK KYPHON EXPRESS II OSTEO INTRODUCER 15/2 DELIVERY SYSTEM BUNDLE INFLATABLE TAMP,0900-10862,,272,,,"7,833", -   , -   ,"3,133"
4480,27211556,27211556,OSTEOTOME SURGICAL L3 IN X W8 MM FLEXIBLE THIN SHAFT,3100-07110,,272,,,591, -   , -   ,236
4481,27211557,27211557,OSTEOTOME SURGICAL L3 IN X W10 MM FLEXIBLE THIN SHAFT,3100-07111,,272,,,591, -   , -   ,236
4482,27211559,27211559,HC NASOJEJUNAL FEEDING TUBE,,,272,,,875, -   , -   ,350
4483,27211561,27211561,GUIDEWIRE ENDOSCOPIC JAGWIRE L450 CM OD.035 IN BILIARY STRAIGHT TIP HIGH PERFORM,0340-00052,,272,,,578, -   , -   ,231
4484,27211563,27211563,CATHETER NEPHROSTOMY MALECOT NATURAL RUBBER OD14 FR 4 WING DRAIN STERILE LATEX DISPOSABLE,2000-00677,,272,,,119, -   , -   ,48
4485,27211565,27211565,DRILL SURGICAL L5 IN OD2.8 MM QUICK RELEASE 3.5 MM SCREW,2950-09254,,272,,,"1,217", -   , -   ,487
4486,27211566,27211566,RELOAD STAPLER SUREFORM 45 D3.5 MM STERILE LATEX FREE DISPOSABLE BLUE,0730-00052,,272,,,749, -   , -   ,300
4487,27211567,27211567,RELOAD STAPLER SUREFORM 45 D2.5 MM STERILE LATEX FREE DISPOSABLE WHITE,0730-00053,,272,,,749, -   , -   ,300
4488,27211568,27211568,KIT BONE GRAFT STIMULAN OD7 MM L640 MM L480 MM OD9 MM ODSEC11 MM BULLET MAT INTRODUCER HANDLE BLACK SILVER,3010-00601,,272,,,"3,253", -   , -   ,"1,301"
4489,27211569,27211569,HC KIWI VACUUM OMNI CUP VAC-6000M,,,272,,,194, -   , -   ,78
4490,27211570,27211570,GUIDE DRILL OD2.6 MM 3.5 MM SCREW,2950-09255,,272,,,973, -   , -   ,389
4491,27211571,27211571,DRILL SURGICAL SPEEDGUIDE L30 MM OD2 MM AO NONSTERILE,2950-09256,,272,,,590, -   , -   ,236
4492,27211573,27211573,KIT DRILL HAMMERLOCK OD2.1 MM,2950-09257,,272,,,"1,025", -   , -   ,410
4493,27211575,27211575,DEVICE SPECIMEN RETRIEVAL INZII MONARCH OD12/15 MM ODSEC12 MM 1600 ML GUIDEBEAD LATEX FREE ENDOSCOPIC,3100-07108,,272,,,537, -   , -   ,215
4494,27211576,27211576,BLADE SHAVER QUADCUT STRAIGHTSHOT 360 D STRAIGHT L13 CM OD4.3 MM ROTATABLE AUTOMATE ELECTROMAGNETIC TRACK OSCILLATE,3100-07112,,272,,,915, -   , -   ,366
4495,27211579,27211579,GUIDEWIRE VASCULAR PLATINUM PLUS PLATINUM L260 CM L3 CM OD.018 IN RADIOPAQUE SHA,0340-00013,,272,,,484, -   , -   ,194
4496,27211582,27211582,SUTURE NONABSORBABLE NUROLON NYLON 0 CT-1 TAPERPOINT L18 IN L36 MM BRAID CONTROL RELEASE BLACK,0730-00055,,272,,, -   , -   , -   , -   
4497,27211583,27211583,HC SUCTION LINER,,,272,,, -   , -   , -   , -   
4498,27211584,27211584,CANNULA SUCTION 360 D L30 CM L9.7 MM OD3 MM FLARED MERCEDES AGGRESSIVE HIGH VOLUME STERILE DISPOSABLE,0930-00094,,272,,,312, -   , -   ,125
4499,27211587,27211587,KIT CATHETER PROVENA POWER PICC SINGLE LUMEN,1320-00038,,272,,,959, -   , -   ,384
4500,27211588,27211588,KIT CATHETER PROVENA BIOPATCH L20 CM OD4 FR 2 LUMEN MIDLINE MAX BARRIER STERILE LATEX FREE DISPOSABLE,1320-00039,,272,,,626, -   , -   ,250
4501,27211591,27211591,HC AUTOTOME 44,,,272,,,757, -   , -   ,303
4502,27211592,27211592,SUTURE PDS II 3-0 RB-1 27IN MONOFILAMENT VIOLET ABSORBABLE,0740-01194,,272,,, -   , -   , -   , -   
4503,27211593,27211593,GUIDEWIRE VASCULAR HIWIRE PTFE STAINLESS STEEL J STRAIGHT L50 CM L3 CM OD.035 IN 2 END FLEXIBLE TIP FIXED CORE,0340-00813,,272,,,263, -   , -   ,105
4504,27211596,27211596,SET LEADWIRE ROUND L3.3 FT 5 EKG LEAD AAMI COLOR CODED BEDSIDE NONSTERILE LATEX FREE DISPOSABLE,0900-12012,,272,,,139, -   , -   ,56
4505,27211600,27211600,SUTURE NONABSORBABLE SLINGSHOT ZIPLINE 2 COBRAID GREEN WHITE,0740-01342,,272,,, -   , -   , -   , -   
4506,27211602,27211602,TUBE GASTRIC LAVAGE TUM-E-VAC ADULT L48 IN OD32 FR 1 LUMEN MULTIPLE EYELET RADIOPAQUE STRIPE OPEN TIP LATEX FREE DISPOSABLE GASTRIC LAVAGE SYSTEM,0900-12026,,272,,, -   , -   , -   , -   
4507,27211609,27211609,HC HYDRAWIRE 260CM RAPID EXCHANGE,,,272,,,"1,382", -   , -   ,553
4508,27211611,27211611,GUIDEWIRE ORTHOPEDIC ACUTRAK STAINLESS STEEL L6 IN OD.045 IN 1 TROCAR TIP NONSTE,0900-03091,,272,,,167, -   , -   ,67
4509,27211617,27211617,HC BALLOON ERCP RAPID EXCHANGE,,,272,,,604, -   , -   ,242
4510,27211618,27211618,SET CATHETERIZATION RIC ARROW-FLEX POLYURETHANE L2 IN L13 1/8 IN OD7 FR ODSEC.025 IN INTRAVENOUS SPRING GUIDEWIRE STRAIGHT SOFT TIP TISSUE DILATOR LATEX FREE,0300-03308,,272,,,127, -   , -   ,51
4511,27211619,27211619,DEVICE CLOSURE SYNETURE V-LOC 1 GS-21 L9 IN ABSORBABLE BLUE,0740-01343,,272,,,213, -   , -   ,85
4512,27211624,27211624,SUTURE NONABSORBABLE ULTRABRAID 2 L38 IN COBRAID,0740-01338,,272,,,224, -   , -   ,90
4513,27211625,27211625,HC BASKET ERCP RAPID EXCHANGE,,,272,,,895, -   , -   ,358
4514,27211626,27211626,BIT DRILL 3 FLUTE L145 MM OD4.2 MM QUICK COUPLING NEEDLE POINT NONSTERILE,REPR-00359,,272,,,246, -   , -   ,98
4515,27211627,27211627,HC TELFA DRESSING 3X8,,,272,,, -   , -   , -   , -   
4516,27211633,27211633,HC CYTOLOGY BRUSH ERCP RAPID EXCH,,,272,,,433, -   , -   ,173
4517,27211635,27211635,ABD PAD 7197D,,,272,,, -   , -   , -   , -   
4518,27211641,27211641,HC LOCKING DEVICE RAPID EXCHANGE,,,272,,,437, -   , -   ,175
4519,27211642,27211642,TOGA SURGICAL FLYTE XL ZIPPER PEEL AWAY LENS NONSTERILE LATEX FREE DISPOSABLE,0970-00305,,272,,,416, -   , -   ,166
4520,27211644,27211644,HC STOCKINETTE PER FOOT,,,272,,, -   , -   , -   , -   
4521,27211645,27211645,GUIDEWIRE ORTHOPEDIC STAINLESS STEEL L150 MM OD1.6 MM THREADED NONSTERILE 4.5 MM,0900-03096,,272,,,258, -   , -   ,103
4522,27211653,27211653,GUIDEWIRE SURGICAL L150 MM OD1.25 MM SMOOTH,2950-09275,,272,,,377, -   , -   ,151
4523,27211656,27211656,SUTURE NONABSORBABLE MICRORAPTOR MINITAPE KNOTLESS BLUE,0740-01339,,272,,,439, -   , -   ,176
4524,27211660,27211660,GUIDEWIRE ORTHOPEDIC STAINLESS STEEL L230 MM OD2 MM 1 END THREADED SPADE POINT N,0900-03098,,272,,,232, -   , -   ,93
4525,27211661,27211661,SET SURGICAL INSTRUMENT RAVINE LATERAL LUMBAR FUSION,3100-07155,,272,,,502, -   , -   ,201
4526,27211664,27211664,DRILL SURGICAL EVOS SMALL LONG OD2.7 MM AO QUICK CONNECT OVER STERILE LATEX FREE DISPOSABLE,2950-09259,,272,,,502, -   , -   ,201
4527,27211666,27211666,HC EUS ASPIRATION NEEDLE EZ-SHOT,,,272,,,522, -   , -   ,209
4528,27211667,27211667,GUIDE PIN ARTHROSCOPIC L11 IN OD2.4 MM TROCAR TIP EYELET STERILE,3100-07124,,272,,,548, -   , -   ,219
4529,27211674,27211674,HC EUS BALLOON RADIAL SCOPE,,,272,,,171, -   , -   ,68
4530,27211676,27211676,GAUZE RAY-TEC 10PK 4X4,,,272,,, -   , -   , -   , -   
4531,27211677,27211677,PASSER SUTURE QUICKPASS SUTURELASSO 45 D SMALL LEFT CURVE ID7 MM CANNULA ERGONOMIC HANDLE THUMBWHEEL STERILE DISPOSABLE ARTHROSCOPY,3100-07149,,272,,,521, -   , -   ,208
4532,27211679,27211679,DRILL SURGICAL OD4 MM 4.5 MM FOOTPRINT SUTURE ANCHOR SL,3100-07140,,272,,,556, -   , -   ,222
4533,27211682,27211682,HC EUS BALLOON LINEAR SCOPE,,,272,,,171, -   , -   ,68
4534,27211684,27211684,HC DRAPE HALF SHEET SHORT 58X44,,,272,,, -   , -   , -   , -   
4535,27211689,27211689,CABLE EEG INTERCONNECTION 6 CONTACT MINI CONNECTOR STERILE LATEX FREE REUSABLE,0900-12019,,272,,,624, -   , -   ,250
4536,27211690,27211690,HC CO2 CANNULA,,,272,,,118, -   , -   ,47
4537,27211691,27211691,TAP SURGICAL OD4 MM CANNULATED 4 MM LPS PARTIAL THREAD SCREW,3100-07147,,272,,,651, -   , -   ,260
4538,27211693,27211693,DILATOR SURGICAL HEALICOIL REGENESORB PEEK-OPTIMA OD4.75 MM DISPOSABLE,3100-07141,,272,,,686, -   , -   ,274
4539,27211695,27211695,DEVICE CLOSURE MYNX CONTROL OD5 FR 10 ML 2 MODE BALLOON CATHETER SEALANT LOCK SYRINGE,0700-00113,,272,,,700, -   , -   ,280
4540,27211708,27211708,HC EUS ASPIR NEEDLE 22G BEVELED TIP,,,272,,,761, -   , -   ,304
4541,27211710,27211710,GUIDEPIN ORTHOPEDIC OD2.4 MM ACL DRILL TIP STERILE DISPOSABLE,0900-03104,,272,,,351, -   , -   ,140
4542,27211716,27211716,HC EUS ASPIR NEEDLE 25G BALL TIP,,,272,,,761, -   , -   ,304
4543,27211721,27211721,GUIDE CUTTING VISIONAIRE LEGION ADAPTIVE KIT PRIMARY NONSTERILE LATEX FREE DISPOSABLE,3100-07117,,272,,,"1,627", -   , -   ,651
4544,27211725,27211725,GUIDEWIRE ORTHOPEDIC L800 MM OD2 MM SMOOTH NONSTERILE,2950-09274,,272,,,"1,708", -   , -   ,683
4545,27211726,27211726,HC NEEDLE COUNTER,,,272,,, -   , -   , -   , -   
4546,27211728,27211728,GUIDEWIRE ORTHOPEDIC LCP L230 MM OD2.5 MM FEMORAL THREADED SPADE POINT NONSTERIL,0900-03106,,272,,,282, -   , -   ,113
4547,27211732,27211732,HC EUS BRONCH BALLOON,,,272,,,203, -   , -   ,81
4548,27211735,27211735,BIT DRILL OD3.8 MM FEMUR CALIBRATE DISPOSABLE,2950-09273,,272,,,"2,001", -   , -   ,800
4549,27211736,27211736,GUIDEWIRE ORTHOPEDIC STAINLESS STEEL L300 MM OD2.8 MM THREADED TROCAR POINT NONS,2950-03479,,272,,,267, -   , -   ,107
4550,27211740,27211740,HC EUS BRONCH FNA NEEDLE,,,272,,,468, -   , -   ,187
4551,27211743,27211743,BOLT INSTRUMENT PEDINAIL PEDIATRIC ATTACHMENT NONSTERILE LATEX FREE,3100-07151,,272,,,"2,928", -   , -   ,"1,171"
4552,27211750,27211750,PASSER SUTURE FIRSTPASS MINI LEFT CURVE,3100-07145,,272,,,"4,575", -   , -   ,"1,830"
4553,27211755,27211755,SYSTEM INFLATION ACCLARENT AERA L16 MM OD6 MM BALLOON DILATION PERSISTENT EUSTACHIAN TUBE DYSFUNCTION,3100-07150,,272,,,"6,538", -   , -   ,"2,615"
4554,27211756,27211756,NO FULL DESCRIPTION AVAILABLE,PERF-10389,,272,,,647, -   , -   ,259
4555,27211758,27211758,NO FULL DESCRIPTION AVAILABLE,PERF-10390,,272,,,"1,177", -   , -   ,471
4556,27211761,27211761,TIP PULSED LAVAGE INTERPULSE COAXIAL FAN SPRAY HADNPIECE HIGH FLOW SOFT SPLASH SHIELD,0900-01223,,272,,,114, -   , -   ,46
4557,27211763,27211763,ELECTRODE DEFIBRILLATOR PEDI-PADZ SOLID GEL PEDIATRIC RADIOLUCENT LATEX FREE,0900-12048,,272,,,311, -   , -   ,124
4558,27211764,27211764,ELECTRODE DEFIBRILLATOR PRO-PADZ SOLID GEL RADIOLUCENT E M R SERIES LATEX FREE,0900-12047,,272,,,383, -   , -   ,153
4559,27211767,27211767,APPLICATOR VAGINAL (CYTOTEC),,,272,,, -   , -   , -   , -   
4560,27211768,27211768,GUIDEWIRE ORTHOPEDIC L230 MM OD2.0 MM SMOOTH NONSTERILE LATEX FREE DISPOSABLE CANNULATED SCREW SYSTEM,2950-09280,,272,,,352, -   , -   ,141
4561,27211769,27211769,GUIDEWIRE ORTHOPEDIC T2 L800 MM OD3 MM BALL TIP STERILE FEMORAL NAIL SYSTEM,0900-03112,,272,,,511, -   , -   ,204
4562,27211773,27211773,GUIDEWIRE ORTHOPEDIC L120 MM OD1.1 MM THREAD LATEX FREE CANNULATED SCREW SYSTEM,2950-09282,,272,,,377, -   , -   ,151
4563,27211774,27211774,GUIDEWIRE ORTHOPEDIC ORTHOPEDIATRICS L200 MM OD1.6 MM THREAD NONSTERILE LATEX FREE DISPOSABLE CANNULATED SCREW SYSTEM,2950-09283,,272,,,377, -   , -   ,151
4564,27211785,27211785,GUIDEWIRE ORTHOPEDIC T2 L800 MM OD3 MM BALL TIP STERILE FEMORAL NAIL SYSTEM,0900-03114,,272,,,489, -   , -   ,196
4565,27211790,27211790,TUBE ORTHOPEDIC EXCHANGE PEDINAIL,3100-07168,,272,,,"1,532", -   , -   ,613
4566,27211792,27211792,DRILL SURGICAL ORTHOPEDIATRICS SHORT OD3.2 MM CANNULATED NONSTERILE LATEX FREE DISPOSABLE SCREW SYSTEM,3100-07161,,272,,,"1,545", -   , -   ,618
4567,27211795,27211795,BIT DRILL SHORT OD4.3 MM NONSTERILE,2950-09290,,272,,,"1,643", -   , -   ,657
4568,27211798,27211798,HC LAVAGE GUN 0067010,,,272,,,308, -   , -   ,123
4569,27211803,27211803,DRILL SURGICAL L130 MM OD2.2 MM CANNULATED NONSTERILE,3100-07160,,272,,,"2,049", -   , -   ,820
4570,27211806,27211806,HC TIP LAVAGE GUN 0067810,,,272,,,212, -   , -   ,85
4571,27211809,27211809,HC STAPLER SKN PRX ROT HEAD PRW35,,,272,,,255, -   , -   ,102
4572,27211813,27211813,COVER EQUIPMENT CAMERA HANDLE MAQUET ZOOM,1700-00143,,272,,, -   , -   , -   , -   
4573,27211814,27211814,DRAPE SURGICAL CONVERTORS POLY L122 IN X W106 IN X H77 IN L12 IN X W4 IN POUCH STERILE LATEX FREE DISPOSABLE LAPAROTOMY,1700-00142,,272,,, -   , -   , -   , -   
4574,27211821,27211821,ELECTRODE DEFIBRILLATOR STAT PADZ POLYMER MULTIFUNCTION E M R X SERIES,0900-12056,,272,,,220, -   , -   ,88
4575,27211830,27211830,GUIDEWIRE VASCULAR ZIPWIRE NITINOL POLYMER HYDROPHILIC ANGLE L150 CM L5 CM OD.035 IN SUPER ELASTIC CORE PRECISE TORQUE CONTROL STIFF,0340-00608,,272,,,339, -   , -   ,136
4576,27211841,27211841,HC FETAL NONSTRESS TEST W BPP,,,272,,, -   , -   , -   , -   
4577,27211844,27211844,HC DRAPE IOBAN 6640,,,272,,, -   , -   , -   , -   
4578,27211847,27211847,DEVICE SUTURE STRATAFIX MONOCRYL PLUS 3-0 PS-2 SPIRAL L45 CM ABSORBABLE KNOTLESS TISSUE CONTROL UNDYED,0740-01344,,272,,,362, -   , -   ,145
4579,27211848,27211848,DISP PATIENT INTERFACE 80069I,PERF-10392,,272,,,381, -   , -   ,152
4580,27211853,27211853,TOGA SURGICAL FLYTE XL ZIPPER PEEL AWAY LENS STERILE LATEX FREE DISPOSABLE,0970-00311,,272,,,366, -   , -   ,146
4581,27211859,27211859,GUIDEWIRE VASCULAR V-14 CONTROLWIRE SCITANIUM ICE POLYMER LONG TAPER L300 CM L11 CM OD.014 IN RADIOPAQUE TORQUE CONTROL RAIL SUPPORT ANGLE TIP,0340-00554,,272,,,444, -   , -   ,178
4582,27211862,27211862,GUIDEWIRE VASCULAR V-14 CONTROLWIRE SCITANIUM ICE POLYMER LONG TAPER L300 CM L11 CM OD.014 IN PERIPHERAL STRAIGHT TIP RADIOPAQUE TORQUE CONTROL RAIL SUPPORT,0340-00553,,272,,,444, -   , -   ,178
4583,27211900,27211900,GUIDEROD ORTHOPEDIC TRIGEN L1000 MM OD3 MM INTRAMEDULLARY BALL TIP STERILE DISPO,0900-03503,,272,,,497, -   , -   ,199
4584,27211914,27211914,HC RESOLUTION CLIP BOSTON SCI,,,272,,,536, -   , -   ,214
4585,27211918,27211918,GUIDEWIRE ORTHOPEDIC T2 TITANIUM STANDARD L800 MM OD2.5 MM BALL TIP STERILE PROX,2900-02935,,272,,,641, -   , -   ,256
4586,27211922,27211922,HC BAND LIGATOR BARD ULTRAVIEW,,,272,,,"1,330", -   , -   ,532
4587,27211930,27211930,HC COOK 6 SHOOTER,,,272,,,910, -   , -   ,364
4588,27211942,27211942,GUIDEWIRE .025 GLIDEWIRE STR,,,272,C1769,,318, -   , -   ,127
4589,27211959,27211959,GUIDEWIRE ENDOSCOPIC SENSOR NITINOL PTFE HYDROPHILIC L150 CM L3 CM OD.035 IN URE,0340-00126,,272,,,357, -   , -   ,143
4590,27211967,27211967,GUIDEWIRE ENDOSCOPIC PTFE L150 CM OD.035 IN UROLOGICAL STRAIGHT TIP FLEXIBLE TIP,0340-00213,,272,,,163, -   , -   ,65
4591,27211969,27211969,CATHETER INTERVENTIONAL MICRO 2.8FR 130CM PROGREAT,0380-00101,,272,C1887,,"1,594", -   , -   ,638
4592,27211970,27211970,PORT RETRACTION MARS BEVEL L50 MM OD19 MM,2900-08701,,272,,,934, -   , -   ,374
4593,27211977,27211977,CATHETER INTERVENTIONAL .021IN MICRO 2.8-3FR .027IN 130CM 17CM MARKER BAND HYDRO,0370-00031,,272,C1887,,973, -   , -   ,389
4594,27212003,27212003,HC GOLD PROBE WITH NEEDLE,,,272,,,"1,005", -   , -   ,402
4595,27212005,27212005,HC TOWEL DISP. BLUE STERILE,,,272,,, -   , -   , -   , -   
4596,27212007,27212007,GUIDEWIRE ENDOSCOPIC PTFE STRAIGHT L150 CM L3 CM OD.038 IN URETER FLEXIBLE TIP S,0340-00216,,272,C1769,,118, -   , -   ,47
4597,27212015,27212015,GUIDEWIRE ENDOSCOPIC PTFE STRAIGHT L150 CM L3 CM OD.038 IN UTERUS FLEXIBLE TIP S,0340-00054,,272,C1769,,127, -   , -   ,51
4598,27212039,27212039,TRAY SURGICAL PROCEDURE VAGINAL DELIVERY,0960-00083,,272,,,156, -   , -   ,62
4599,27212044,27212044,CATHETER BALLOON DILATATION STERLING PEBAX BIOSLIDE L40 CM L40 MM OD6 FR ODSEC4 MM ID4 FR OTW INFLATION PORT LOW PROFILE TAPER TIP ACCEPTS .018 IN GUIDEWIRE PTA,0310-01117,,272,,,960, -   , -   ,384
4600,27212045,27212045,HC PACER PAD HP,,,272,,, -   , -   , -   , -   
4601,27212047,27212047,HC TRAY DISP CIRCUMCISION CIT3745,,,272,,,111, -   , -   ,44
4602,27212052,27212052,HC PAD ARGON B-GUARD PLUS 7-383,,,272,,, -   , -   , -   , -   
4603,27212056,27212056,GUIDEWIRE ORTHOPEDIC TITANIUM L5.75 IN OD.062 IN SINGLE TROCAR TIP THREADED,0900-03132,,272,,,423, -   , -   ,169
4604,27212060,27212060,HC ARGON PROBE,,,272,,,818, -   , -   ,327
4605,27212064,27212064,GUIDEWIRE .038/10F/145CM,,,272,,,257, -   , -   ,103
4606,27212072,27212072,GUIDEWIRE ORTHOPEDIC STAINLESS STEEL L200 MM OD2.5 MM DRILL TIP NONSTERILE PERIA,0900-03105,,272,,,379, -   , -   ,152
4607,27212080,27212080,GUIDEWIRE ORTHOPEDIC L400 MM OD3.2 MM TIBIAL THREADED NONSTERILE,0900-02997,,272,C1769,,332, -   , -   ,133
4608,27212089,27212089,AIRWAY ESOPHAGEAL ENSOETM BLANKETROL II THERMAL REGULATION NONSTERILE LATEX FREE DISPOSABLE HYPER HYPOTHERMIA SYSTEM,0900-12057,,272,,,"2,437", -   , -   ,975
4609,27212090,27212090,REUSABLE SENSOR,PERF-10391,,272,,,"2,814", -   , -   ,"1,126"
4610,27212093,27212093,TUBE NASOGASTRIC CORFLO-ULTRA ENFIT C-19 TUNGSTEN POLYURETHANE (DOBBHOFF TYPE) ADULT L43 IN OD10 FR 7 GM ANTICLOG SMOOTH BOLUS STYLET RADIOPAQUE,0400-00788,,272,,,155, -   , -   ,62
4611,27212094,27212094,HC GOLD PROBE NO NEEDLE,,,272,,,574, -   , -   ,230
4612,27212099,27212099,PUMP DRUG DELIVERY NON-NARCOTIC ELASTOMERIC 1-7ML/HR DUAL FLOW RATE 600ML CAPACITY ETHYLENE OXIDE STERILIZATION METHOD W/SELECT-A-FLOW F/ACUTE PAIN MANAGEMENT ON-Q DEHP STERILE SINGLE-USE,0900-11337,,272,,,"1,641", -   , -   ,656
4613,27212103,27212103,SYSTEM BONE CEMENT NORIAN SRS L10 CM OD12 GA DELIVERY NEEDLE STERILE,2940-53910,,272,,,315, -   , -   ,126
4614,27212105,27212105,CAP WATER BOTTLE ENDO SMARTCAP STERILE DISPOSABLE OLYMPUS 140 160 180 SCOPES,0900-06441,,272,,,127, -   , -   ,51
